268,7,343681648442757,2027-04-01,326
269,410,3534037011748838,2028-04-01,209
270,161,4105028121792346582,2028-04-01,551
271,489,36240536788722,2028-05-01,899
272,102,4299657704429,2027-11-01,161
273,20,676378919127,2026-06-01,069
274,485,4522472919892,2027-10-01,516
275,94,4400272303809,2027-11-01,396
276,386,3578244025306788,2027-05-01,032
277,183,4588362194359,2025-07-01,840
278,134,342493003555590,2027-02-01,520
279,249,3527906673790990,2025-11-01,323
280,230,373676668837889,2026-06-01,411
281,488,346821598834853,2026-05-01,705
282,366,6556678864494719,2026-01-01,9653
283,216,4436113234022843,2025-07-01,190
284,316,3500050057072112,2028-01-01,106
285,447,4436537059570587,2025-08-01,3658
286,105,2240289944587737,2026-09-01,101
287,291,676396497866,2026-12-01,560
288,265,345424792863819,2026-03-01,197
289,472,3578393618228295,2026-07-01,861
290,50,4497107261792381,2027-08-01,485
291,350,4335600997487629,2026-08-01,612
292,333,2706370081748675,2027-03-01,066
293,209,3528144946101998,2028-01-01,049
294,231,4912226425652,2027-07-01,058
295,328,343185745909403,2027-08-01,6182
296,426,6570764756752869,2026-06-01,478
297,143,6011902541934783,2025-10-01,521
298,1,340363333472596,2027-10-01,492
299,297,3503676864968030,2027-09-01,222
300,171,4704217568410857,2027-03-01,516
301,250,377712086243826,2025-08-01,438
302,411,4045005823479272,2025-11-01,178
303,444,213103448188370,2025-08-01,572
304,332,344844672137698,2025-08-01,279
305,348,4937427061619404,2027-02-01,454
306,136,676218515572,2027-12-01,536
307,385,3558394471090800,2027-12-01,676
308,424,3522709351564264,2025-08-01,446
309,25,639075597778,2027-06-01,326
310,299,676319278328,2027-11-01,542
311,435,3574176569476128,2026-03-01,612
312,337,6505220707760550,2028-04-01,359
313,468,6589494852442327,2026-02-01,9518
314,148,6011534287102554,2027-04-01,983
315,335,30553634051819,2026-06-01,214
316,102,4086908817658,2026-01-01,029
317,40,6011840156577481,2026-05-01,945
318,136,676128633838,2026-09-01,979
319,244,213173309402574,2027-01-01,865
320,398,374014949477011,2027-01-01,953
321,328,180029735378383,2025-07-01,990
322,210,3564117118292659,2025-06-01,795
323,437,3523860265471960,2028-02-01,716
324,105,3567809913931427,2027-01-01,929
325,201,2291242221055058,2026-10-01,785
326,396,4002145234866602942,2026-11-01,346
327,12,6527518620756231,2027-09-01,666
328,344,4374415680344504,2028-04-01,020
329,287,3588761975266124,2027-07-01,679
330,195,3536416494762847,2026-05-01,745
331,387,573297741627,2026-04-01,961
332,88,3576897659866369,2026-11-01,773
333,269,372539366927066,2026-11-01,6179
334,178,4497314700808279,2025-08-01,838
335,230,4360996857284,2027-07-01,709
336,109,3525242825424805,2027-03-01,630
337,300,30010303581071,2028-01-01,510
338,309,3587071449928981,2027-10-01,397
339,481,3571639448879831,2027-07-01,5018
340,183,4811660059061038,2026-04-01,483
341,20,376137125004081,2025-06-01,484
342,86,4701396223666658,2028-02-01,3328
343,458,180041887075824,2027-04-01,858
344,194,343657219811919,2026-08-01,619
345,15,3517047440392851,2026-07-01,894
346,59,4395992815589,2025-06-01,599
347,231,4376902588193,2026-11-01,133
348,464,379839622357550,2025-11-01,747
349,117,180087429588030,2027-11-01,713
350,332,213102232567989,2026-07-01,983
351,239,213150554918546,2026-01-01,266
352,353,4391759620348287969,2025-12-01,439
353,262,4584864662052724,2027-11-01,188
354,151,3519634396871356,2028-01-01,879
355,143,4761060583992651,2027-04-01,315
356,388,587638946406,2028-02-01,597
357,336,180084671832414,2028-02-01,952
358,133,4216171069839372,2026-11-01,626
359,312,3573401356587833,2025-06-01,711
360,418,38196838620377,2028-03-01,093
361,312,4277093642110749,2026-03-01,451
362,8,3570295296580780,2025-10-01,987
363,183,3535636522733491,2026-01-01,798
364,55,4211538228522747036,2027-07-01,573
365,165,2720733038254273,2028-04-01,236
366,246,4651472849731836,2026-03-01,668
367,429,4857393800360021,2027-02-01,061
368,488,4804028830688033,2026-05-01,831
369,382,3538632224313317,2026-12-01,972
370,286,372299340162963,2026-08-01,889
371,221,3581535441479884,2027-12-01,645
372,365,6011253551950750,2028-01-01,4627
373,203,30099038858615,2025-12-01,083
374,176,213198496427498,2025-08-01,691
375,374,3575651583511174,2025-07-01,276
376,402,501864648255,2026-08-01,661
377,401,3526791229378156,2026-10-01,936
378,18,4317573192667,2027-12-01,934
379,219,6011196316174143,2027-05-01,614
380,39,6011128579262109,2026-07-01,484
381,67,30002766883409,2025-08-01,136
382,395,676316810818,2027-01-01,849
383,456,4105408723997636996,2025-05-01,449
384,289,349098003805219,2026-12-01,729
385,22,630450564582,2028-05-01,556
386,282,38895473969474,2026-01-01,073
387,202,213179022588573,2026-09-01,077
388,33,30384768934905,2026-06-01,887
389,179,374445773916114,2026-06-01,737
390,207,4908441976768656,2025-12-01,841
391,79,5191675841785840,2026-12-01,597
392,200,30205644741620,2025-07-01,389
393,252,3564294234345024,2026-08-01,618
394,295,639071220102,2025-10-01,010
395,172,3536373374598561,2027-08-01,1420
396,462,3526884722042641,2025-06-01,471
397,304,2297649702848930,2025-11-01,084
398,401,2280337161559052,2025-11-01,623
399,405,2314839322647452,2028-01-01,521
400,212,3513442494522012,2027-10-01,042
401,141,213114882561659,2028-04-01,6292
402,199,572848416432,2027-02-01,8057
403,48,4797212330119488,2027-01-01,895
404,367,587865556670,2026-08-01,889
405,252,4356883847808182610,2025-09-01,408
406,247,2316239919759976,2026-12-01,038
407,379,4890341127512,2026-04-01,271
408,206,4125691573373,2027-06-01,8832
409,497,3568065732192373,2027-01-01,840
410,158,30031631290896,2027-11-01,397
411,365,3594240975691443,2027-12-01,904
412,130,3590316176841328,2026-10-01,209
413,392,3513887363521729,2026-01-01,654
414,294,3512471258387289,2027-12-01,737
415,283,4633283910473,2028-03-01,312
416,67,3585024283086061,2026-08-01,811
417,115,30402830538171,2025-11-01,959
418,384,30501897868965,2026-01-01,252
419,387,3509522064163168,2027-01-01,925
420,403,4062868785128,2025-09-01,6451
421,27,3543795634203007,2025-06-01,428
422,186,2603888746681738,2026-06-01,403
423,114,373189303730071,2026-05-01,177
424,159,30430398781842,2025-12-01,618
425,153,060405529771,2027-01-01,843
426,293,4945336102839238,2027-09-01,871
427,302,2718202602434145,2027-12-01,328
428,50,36243845854938,2027-11-01,176
429,53,6526538817498166,2028-03-01,574
430,347,581185908166,2025-08-01,328
431,429,4441214719157527,2027-05-01,944
432,230,4520255455172257,2025-10-01,552
433,461,3563750799722445,2027-07-01,5396
434,79,4210772963917890952,2027-11-01,889
435,36,4209348398381515008,2026-02-01,661
436,362,344295503667041,2027-02-01,048
437,431,503822914662,2026-04-01,726
438,122,372377629628928,2025-12-01,022
439,383,4816600570746,2025-06-01,298
440,270,3534084206827092,2026-11-01,033
441,367,567909715557,2028-05-01,411
442,252,4107975811363859,2025-10-01,822
443,418,4371927944021036,2027-03-01,6540
444,263,4237339026715912987,2026-04-01,075
445,93,4765086106040831618,2026-06-01,939
446,128,4609880862582642,2026-11-01,5363
447,24,3538645503747930,2026-09-01,151
448,164,343293766811654,2027-03-01,685
449,159,4921345465848353,2025-10-01,099
450,21,6559937530758692,2026-07-01,180
451,68,3574757829892632,2026-12-01,472
452,121,30339961630676,2026-05-01,591
453,109,6509356530778652,2026-12-01,417
454,425,4049683755576,2026-01-01,457
455,358,4075100020407167605,2026-04-01,158
456,199,4592781672520948,2026-01-01,444
457,51,4279532194814,2027-09-01,466
458,5,4058426472094812,2026-10-01,194
459,267,2267329475114259,2026-11-01,217
460,131,060457228223,2025-10-01,045
461,1,4761496035446161,2027-08-01,855
462,451,503873641453,2025-12-01,509
463,410,5232210430885297,2027-06-01,173
464,331,30397299084354,2027-04-01,223
465,454,30131031399121,2027-07-01,969
466,288,4756734444766473,2026-11-01,265
467,483,30402779797234,2026-03-01,957
468,218,213136500876383,2026-07-01,9481
469,322,30428504227080,2025-07-01,100
470,384,4093122930200,2028-04-01,868
471,143,373825729450352,2027-03-01,306
472,87,5101896063655011,2026-02-01,968
473,82,4479211964524687,2028-02-01,2592
474,348,4879614931901605,2025-07-01,687
475,19,30541368257942,2028-04-01,290
476,430,2262195165955326,2025-12-01,3101
477,479,3505918091330032,2026-04-01,111
478,243,4561795293623755,2027-02-01,465
479,116,6011916332789123,2027-05-01,674
480,287,4531856848087255,2026-11-01,6680
481,168,375912412576418,2025-05-01,800
482,333,4694095688939,2028-03-01,522
483,166,4548637862197787276,2025-11-01,8779
484,139,30022109574044,2027-06-01,704
485,323,3520417819390015,2028-02-01,493
486,194,4385746365061238,2026-02-01,979
487,36,3507419912529272,2025-10-01,692
488,402,3532563976745818,2028-01-01,979
489,379,3579072265462964,2027-05-01,445
490,285,180006283748795,2028-03-01,363
491,12,4291670243880332255,2027-06-01,478
492,409,4635312504559986289,2028-04-01,575
493,434,4240141902021,2027-06-01,649
494,68,3530958482064021,2026-10-01,203
495,84,6578107965851423,2026-05-01,598
496,124,4730153151459,2025-10-01,461
497,232,676139284621,2028-04-01,4491
498,320,676224364478,2026-12-01,465
499,188,3545544813998336,2026-06-01,109
500,380,38954854115684,2027-08-01,584
